level	transcript_file	modelid	randseed	prediction	exam_id	exam_part_id	avg.ex1_criterion1_score	avg.ex1_criterion2_score	avg.ex1_lexgram_score	avg.ex1_phonol_score	avg.ex2_criterion1_score	avg.ex2_criterion2_score	avg.ex2_socling_score	avg.ex2_lexgram_score	avg.ex2_phonol_score	avg.ex3_criterion1_score	avg.ex3_criterion2_score	avg.total_score	avg.ex1_criterion1_perc	avg.ex1_criterion2_perc	avg.ex1_lexgram_perc	avg.ex1_phonol_perc	avg.ex2_criterion1_perc	avg.ex2_criterion2_perc	avg.ex2_socling_perc	avg.ex2_lexgram_perc	avg.ex2_phonol_perc	avg.ex3_criterion1_perc	avg.ex3_criterion2_perc	avg.total_perc	avg.etalon_perc	avg.etalon_score	avg.result	avg.ex1_selfdescr_score	avg.ex1_eventdescr_score	avg.ex2_imgdescr_score	avg.ex2_response_score	avg.ex3_questions_score	avg.ex3_lexgram_score	avg.total_interact_score	avg.total_cohesion_score	avg.total_phonol_score	avg.ex1_selfdescr_perc	avg.ex1_eventdescr_perc	avg.ex2_imgdescr_perc	avg.ex2_response_perc	avg.ex3_questions_perc	avg.ex3_lexgram_perc	avg.total_interact_perc	avg.total_cohesion_perc	avg.total_phonol_perc	avg.ex1_response_score	avg.ex1_lexical_score	avg.ex1_grammar_score	avg.ex2_questions_score	avg.ex2_lexical_score	avg.ex2_grammar_score	avg.total_phoninter_score	avg.ex1_response_perc	avg.ex1_lexical_perc	avg.ex1_grammar_perc	avg.ex2_questions_perc	avg.ex2_lexical_perc	avg.ex2_grammar_perc	avg.total_phoninter_perc	avg.ex1_imgdescr_score	avg.ex2_narrat_score	avg.ex3_commgoal_score	avg.ex3_interact_score	avg.ex3_lexical_score	avg.ex3_grammar_score	avg.ex1_imgdescr_perc	avg.ex2_narrat_perc	avg.ex3_commgoal_perc	avg.ex3_interact_perc	avg.ex3_lexical_perc	avg.ex3_grammar_perc	avg.ex1_criterion3_score	avg.ex1_organization_score	avg.ex1_ptn_score	avg.ex1_wordord_score	avg.ex1_lexical1_score	avg.ex1_lexical2_score	avg.ex2_criterion3_score	avg.ex2_organization_score	avg.ex2_ptn_score	avg.ex2_wordord_score	avg.ex2_lexical1_score	avg.ex2_lexical2_score	avg.total_phonol1_score	avg.total_phonol2_score	avg.ex1_criterion3_perc	avg.ex1_organization_perc	avg.ex1_ptn_perc	avg.ex1_wordord_perc	avg.ex1_lexical1_perc	avg.ex1_lexical2_perc	avg.ex2_criterion3_perc	avg.ex2_organization_perc	avg.ex2_ptn_perc	avg.ex2_wordord_perc	avg.ex2_lexical1_perc	avg.ex2_lexical2_perc	avg.total_phonol1_perc	avg.total_phonol2_perc
A1	A1ML_231123_05-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A1ML_231123_05	A1ML_231123_05	1.0	1.75	0.25	1.5	1.75	0.75	1.0	0.25	0.75	0.0	0.0	9.0	1.0	0.875	0.125	0.75	0.875	0.375	1.0	0.125	0.75	0.0	0.0	0.5294117647058824	0.536088235294118	9.1135	True																																																																								
A1	A1ML_231123_05-LR-from_scratch.simple.txt	llama3	42	True	A1ML_231123_05	A1ML_231123_05	1.0	1.75	0.25	1.5	1.75	0.75	1.0	0.25	0.75	0.0	0.0	9.0	1.0	0.875	0.125	0.75	0.875	0.375	1.0	0.125	0.75	0.0	0.0	0.5294117647058824	0.536088235294118	9.1135	True																																																																								
A1	A1ML_231123_06-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A1ML_231123_06	A1ML_231123_06	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333	1.0	0.0	7.333333333333333	1.0	0.5	0.5	0.5	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	1.0	0.0	0.4313725490196078	0.419294117647059	7.128	False																																																																								
A1	A1ML_231123_06-ET-from_scratch.simple.txt	llama3	42	False	A1ML_231123_06	A1ML_231123_06	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333	1.0	0.0	7.333333333333333	1.0	0.5	0.5	0.5	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	1.0	0.0	0.4313725490196078	0.419294117647059	7.128	False																																																																								
A1	A1ML_231123_11-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A1ML_231123_11	A1ML_231123_11	1.0	2.0	1.0	1.6666666666666667	1.0	0.6666666666666666	1.0	0.0	0.6666666666666666	0.3333333333333333	0.0	9.333333333333334	1.0	1.0	0.5	0.8333333333333334	0.5	0.3333333333333333	1.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.5490196078431372	0.536994117647059	9.1289	True																																																																								
A1	A1ML_231123_11-ET-from_scratch.simple.txt	llama3	42	True	A1ML_231123_11	A1ML_231123_11	1.0	2.0	1.0	1.6666666666666667	1.0	0.6666666666666666	1.0	0.0	0.6666666666666666	0.3333333333333333	0.0	9.333333333333334	1.0	1.0	0.5	0.8333333333333334	0.5	0.3333333333333333	1.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.5490196078431372	0.536994117647059	9.1289	True																																																																								
A1	A1ML_231124_03-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A1ML_231124_03	A1ML_231124_03	0.75	0.5	0.0	1.0	0.25	0.25	0.25	0.0	0.25	0.0	0.25	3.5	0.75	0.25	0.0	0.5	0.125	0.125	0.25	0.0	0.25	0.0	0.25	0.2058823529411764	0.197417647058824	3.3561	False																																																																								
A1	A1ML_231124_03-ET-from_scratch.simple.txt	llama3	42	False	A1ML_231124_03	A1ML_231124_03	0.75	0.5	0.0	1.0	0.25	0.25	0.25	0.0	0.25	0.0	0.25	3.5	0.75	0.25	0.0	0.5	0.125	0.125	0.25	0.0	0.25	0.0	0.25	0.2058823529411764	0.197417647058824	3.3561	False																																																																								
A1	A1ML_231124_08-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A1ML_231124_08	A1ML_231124_08	1.0	1.0	0.0	1.0	1.0	0.5	0.75	0.0	0.25	0.0	1.0	6.5	1.0	0.5	0.0	0.5	0.5	0.25	0.75	0.0	0.25	0.0	1.0	0.3823529411764705	0.385258823529412	6.5494	False																																																																								
A1	A1ML_231124_08-ET-from_scratch.simple.txt	llama3	42	False	A1ML_231124_08	A1ML_231124_08	1.0	1.0	0.0	1.0	1.0	0.5	0.75	0.0	0.25	0.0	1.0	6.5	1.0	0.5	0.0	0.5	0.5	0.25	0.75	0.0	0.25	0.0	1.0	0.3823529411764705	0.385258823529412	6.5494	False																																																																								
A2	A2ML_220919_03_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_220919_03	A2ML_220919_03_01																									0.965217391304348		True																																																																								
A2	A2ML_220919_03_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_220919_03	A2ML_220919_03_01																									0.965217391304348		True																																																																								
A2	A2ML_220919_03_02-MH-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_220919_03	A2ML_220919_03_02																									0.965217391304348		True																																																																								
A2	A2ML_220919_03_02-MH-from_whisperX.simple.txt	llama3	42	True	A2ML_220919_03	A2ML_220919_03_02																									0.965217391304348		True																																																																								
A2	A2ML_221205_01_01-ZM-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_01	A2ML_221205_01_01																									0.965217391304348		True																																																																								
A2	A2ML_221205_01_01-ZM-from_scratch.simple.txt	llama3	42	True	A2ML_221205_01	A2ML_221205_01_01																									0.965217391304348		True																																																																								
A2	A2ML_221205_01_02-AP-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_01	A2ML_221205_01_02																									0.965217391304348		True																																																																								
A2	A2ML_221205_01_02-AP-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_01	A2ML_221205_01_02																									0.965217391304348		True																																																																								
A2	A2ML_221205_01_02-ET-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_01	A2ML_221205_01_02																									0.965217391304348		True																																																																								
A2	A2ML_221205_01_02-ET-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_01	A2ML_221205_01_02																									0.965217391304348		True																																																																								
A2	A2ML_221205_02_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_02	A2ML_221205_02_01																									0.904347826086957		True																																																																								
A2	A2ML_221205_02_01-AP-from_scratch.simple.txt	llama3	42	True	A2ML_221205_02	A2ML_221205_02_01																									0.904347826086957		True																																																																								
A2	A2ML_221205_02_02-AP-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_02	A2ML_221205_02_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_02_02-AP-from_mixed.simple.txt	llama3	42	True	A2ML_221205_02	A2ML_221205_02_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_02_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_02	A2ML_221205_02_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_02_02-ZM-from_mixed.simple.txt	llama3	42	True	A2ML_221205_02	A2ML_221205_02_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_03_01-KV-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_03	A2ML_221205_03_01																									0.869565217391304		True																																																																								
A2	A2ML_221205_03_01-KV-from_scratch.simple.txt	llama3	42	True	A2ML_221205_03	A2ML_221205_03_01																									0.869565217391304		True																																																																								
A2	A2ML_221205_03_02-LR-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_03	A2ML_221205_03_02																									0.869565217391304		True																																																																								
A2	A2ML_221205_03_02-LR-from_mixed.simple.txt	llama3	42	True	A2ML_221205_03	A2ML_221205_03_02																									0.869565217391304		True																																																																								
A2	A2ML_221205_04_01-KV-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_04	A2ML_221205_04_01																									0.895652173913044		True																																																																								
A2	A2ML_221205_04_01-KV-from_scratch.simple.txt	llama3	42	True	A2ML_221205_04	A2ML_221205_04_01																									0.895652173913044		True																																																																								
A2	A2ML_221205_04_02-KV-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_04	A2ML_221205_04_02																									0.895652173913044		True																																																																								
A2	A2ML_221205_04_02-KV-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_04	A2ML_221205_04_02																									0.895652173913044		True																																																																								
A2	A2ML_221205_04_02-LR-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_04	A2ML_221205_04_02																									0.895652173913044		True																																																																								
A2	A2ML_221205_04_02-LR-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_04	A2ML_221205_04_02																									0.895652173913044		True																																																																								
A2	A2ML_221205_05_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_05	A2ML_221205_05_01																									0.939130434782609		True																																																																								
A2	A2ML_221205_05_01-AP-from_scratch.simple.txt	llama3	42	True	A2ML_221205_05	A2ML_221205_05_01																									0.939130434782609		True																																																																								
A2	A2ML_221205_05_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_05	A2ML_221205_05_02																									0.939130434782609		True																																																																								
A2	A2ML_221205_05_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_221205_05	A2ML_221205_05_02																									0.939130434782609		True																																																																								
A2	A2ML_221205_06_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_06	A2ML_221205_06_01																									0.652173913043478		True																																																																								
A2	A2ML_221205_06_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_221205_06	A2ML_221205_06_01																									0.652173913043478		True																																																																								
A2	A2ML_221205_06_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_06	A2ML_221205_06_02																									0.652173913043478		True																																																																								
A2	A2ML_221205_06_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_221205_06	A2ML_221205_06_02																									0.652173913043478		True																																																																								
A2	A2ML_221205_06_02-LR-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_06	A2ML_221205_06_02																									0.652173913043478		True																																																																								
A2	A2ML_221205_06_02-LR-from_mixed.simple.txt	llama3	42	True	A2ML_221205_06	A2ML_221205_06_02																									0.652173913043478		True																																																																								
A2	A2ML_221205_07_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_07	A2ML_221205_07_01																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_221205_07	A2ML_221205_07_01																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_02-AP-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_07	A2ML_221205_07_02																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_02-AP-from_mixed.simple.txt	llama3	42	True	A2ML_221205_07	A2ML_221205_07_02																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_07	A2ML_221205_07_02																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_221205_07	A2ML_221205_07_02																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_02-MH-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_07	A2ML_221205_07_02																									0.973913043478261		True																																																																								
A2	A2ML_221205_07_02-MH-from_mixed.simple.txt	llama3	42	True	A2ML_221205_07	A2ML_221205_07_02																									0.973913043478261		True																																																																								
A2	A2ML_221205_08_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_08	A2ML_221205_08_01																									0.91304347826087		True																																																																								
A2	A2ML_221205_08_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_221205_08	A2ML_221205_08_01																									0.91304347826087		True																																																																								
A2	A2ML_221205_08_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_08	A2ML_221205_08_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_08_02-ZM-from_mixed.simple.txt	llama3	42	True	A2ML_221205_08	A2ML_221205_08_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_09_01-KV-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_09	A2ML_221205_09_01																									0.1		False																																																																								
A2	A2ML_221205_09_01-KV-from_scratch.simple.txt	llama3	42	True	A2ML_221205_09	A2ML_221205_09_01																									0.1		False																																																																								
A2	A2ML_221205_09_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_09	A2ML_221205_09_02																									0.1		False																																																																								
A2	A2ML_221205_09_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_221205_09	A2ML_221205_09_02																									0.1		False																																																																								
A2	A2ML_221205_10_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_10	A2ML_221205_10_01																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_221205_10	A2ML_221205_10_01																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02-AP-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_10	A2ML_221205_10_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02-AP-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_10	A2ML_221205_10_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_10	A2ML_221205_10_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02-ET-from_scratch.simple.txt	llama3	42	True	A2ML_221205_10	A2ML_221205_10_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02-ZM-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_10	A2ML_221205_10_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02-ZM-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_10	A2ML_221205_10_02																									0.904347826086957		True																																																																								
A2	A2ML_221205_11_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_11	A2ML_221205_11_01																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_221205_11	A2ML_221205_11_01																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-AP-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-AP-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-ET-from_scratch.simple.txt	llama3	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-KV-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-KV-from_scratch.simple.txt	llama3	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02-ZM-from_mixed.simple.txt	llama3	42	True	A2ML_221205_11	A2ML_221205_11_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_12_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_12	A2ML_221205_12_01																									0.949130434782609		True																																																																								
A2	A2ML_221205_12_01-AP-from_scratch.simple.txt	llama3	42	True	A2ML_221205_12	A2ML_221205_12_01																									0.949130434782609		True																																																																								
A2	A2ML_221205_12_02-KV-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_12	A2ML_221205_12_02																									0.949130434782609		True																																																																								
A2	A2ML_221205_12_02-KV-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_12	A2ML_221205_12_02																									0.949130434782609		True																																																																								
A2	A2ML_221205_13_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_13	A2ML_221205_13_01																									0.921739130434783		True																																																																								
A2	A2ML_221205_13_01-AP-from_scratch.simple.txt	llama3	42	True	A2ML_221205_13	A2ML_221205_13_01																									0.921739130434783		True																																																																								
A2	A2ML_221205_13_02-ZM-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_13	A2ML_221205_13_02																									0.921739130434783		True																																																																								
A2	A2ML_221205_13_02-ZM-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_13	A2ML_221205_13_02																									0.921739130434783		True																																																																								
A2	A2ML_221205_14_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_14	A2ML_221205_14_01																									0.947826086956522		True																																																																								
A2	A2ML_221205_14_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_221205_14	A2ML_221205_14_01																									0.947826086956522		True																																																																								
A2	A2ML_221205_14_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_14	A2ML_221205_14_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_14_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_221205_14	A2ML_221205_14_02																									0.947826086956522		True																																																																								
A2	A2ML_221205_15_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_15	A2ML_221205_15_01																									0.991304347826087		True																																																																								
A2	A2ML_221205_15_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_221205_15	A2ML_221205_15_01																									0.991304347826087		True																																																																								
A2	A2ML_221205_15_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_15	A2ML_221205_15_02																									0.991304347826087		True																																																																								
A2	A2ML_221205_15_02-ZM-from_mixed.simple.txt	llama3	42	True	A2ML_221205_15	A2ML_221205_15_02																									0.991304347826087		True																																																																								
A2	A2ML_221205_16_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_16	A2ML_221205_16_01																									0.982608695652174		True																																																																								
A2	A2ML_221205_16_01-AP-from_scratch.simple.txt	llama3	42	True	A2ML_221205_16	A2ML_221205_16_01																									0.982608695652174		True																																																																								
A2	A2ML_221205_16_02-KV-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_16	A2ML_221205_16_02																									0.982608695652174		True																																																																								
A2	A2ML_221205_16_02-KV-from_mixed.simple.txt	llama3	42	True	A2ML_221205_16	A2ML_221205_16_02																									0.982608695652174		True																																																																								
A2	A2ML_221205_16_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_16	A2ML_221205_16_02																									0.982608695652174		True																																																																								
